end_lat,Conteo_geographic_pos,end_lng,member_casual
41.91057803,475,-87.64942193,member
41.91059783,1,-87.68959683,casual
41.911386,513,-87.638677,casual
41.911386,587,-87.638677,member
41.911722,2984,-87.626804,casual
41.911722,1703,-87.626804,member
41.911974,655,-87.631942,casual
41.911974,419,-87.631942,member
41.912133,1471,-87.634656,casual
41.912133,1611,-87.634656,member
41.912616,460,-87.681391,casual
41.912616,543,-87.681391,member
41.912919,134,-87.664169,casual
41.912919,164,-87.664169,member
41.913688,337,-87.652855,casual
41.913688,594,-87.652855,member
41.913865,318,-87.648755,casual
41.913865,601,-87.648755,member
41.91402671,198,-87.70512646,casual
41.91402671,205,-87.70512646,member
41.914027,9,-87.705126,casual
41.914166,142,-87.716755,casual
41.914166,118,-87.716755,member
41.91461,277,-87.667968,casual
41.91461,390,-87.667968,member
41.91468,174,-87.64332,casual
41.91468,264,-87.64332,member
41.91552,375,-87.687022,casual
41.91552,416,-87.687022,member
41.915689,1230,-87.6346,casual
41.915689,1012,-87.6346,member
41.915983,570,-87.677335,casual
41.915983,547,-87.677335,member
41.916433,22,-87.666746,casual
41.91643343,252,-87.66674638,casual
41.91643343,375,-87.66674638,member
41.917108,10,-87.710221,casual
41.91710803,224,-87.71022096,casual
41.91710803,255,-87.71022096,member
41.917513,10,-87.701809,casual
41.91751339,251,-87.70180896,casual
41.91751339,243,-87.70180896,member
41.917741,174,-87.691392,casual
41.917741,232,-87.691392,member
41.917805,228,-87.682437,casual
41.917805,251,-87.682437,member
41.918084,307,-87.643749,casual
41.918084,335,-87.643749,member
41.918216,321,-87.656936,casual
41.918216,463,-87.656936,member
41.91829556,652,-87.65218332,casual
41.91829556,767,-87.65218332,member
41.918296,19,-87.652183,casual
41.918306,1229,-87.636282,casual
41.918306,1118,-87.636282,member
41.918491,3,-87.697423,casual
41.91849115,211,-87.6974228,casual
41.91849115,242,-87.6974228,member
41.919936,616,-87.64883,casual
41.919936,740,-87.64883,member
41.92,1,-87.83,member
41.92,6,-87.81,casual
41.92,3,-87.81,member
41.92,19,-87.8,casual
41.92,27,-87.8,member
41.92,44,-87.79,casual
41.92,22,-87.79,member
41.92,30,-87.78,casual
41.92,8,-87.78,member
41.92,60,-87.77,casual
41.92,40,-87.77,member
41.92,53,-87.76,casual
41.92,64,-87.76,member
41.92,104,-87.75,casual
41.92,71,-87.75,member
41.92,100,-87.74,casual
41.92,58,-87.74,member
41.92,96,-87.73,casual
41.92,84,-87.73,member
41.92,181,-87.72,casual
41.92,158,-87.72,member
41.92,181,-87.71,casual
41.92,156,-87.71,member
41.92,529,-87.7,casual
41.92,314,-87.7,member
41.92,281,-87.69,casual
41.92,272,-87.69,member
41.92,181,-87.68,casual
41.92,150,-87.68,member
41.92,157,-87.67,casual
41.92,183,-87.67,member
41.92,200,-87.66,casual
41.92,208,-87.66,member
41.92,538,-87.65,casual
41.92,492,-87.65,member
41.92,363,-87.64,casual
41.92,362,-87.64,member
41.92,753,-87.63,casual
41.92,467,-87.63,member
41.920082,263,-87.677855,casual
41.920082,233,-87.677855,member
41.92019556,191,-87.6926592,casual
41.92019556,187,-87.6926592,member
41.920196,14,-87.692659,casual
41.920771,369,-87.663712,casual
41.920771,476,-87.663712,member
41.92105673,48,-87.67279744,casual
41.92105673,68,-87.67279744,member
41.921057,8,-87.672797,casual
41.921525,188,-87.707322,casual
41.921525,193,-87.707322,member
41.92154,632,-87.653818,casual
41.92154,661,-87.653818,member
41.921822,960,-87.64414,casual
41.921822,976,-87.64414,member
41.922167,530,-87.638888,casual
41.922167,612,-87.638888,member
41.92229259,1,-87.63899636,casual
41.922695,616,-87.697153,casual
41.922695,487,-87.697153,member
41.923931,112,-87.635825,casual
41.92393131,549,-87.63582453,casual
41.92393131,437,-87.63582453,member
41.92409085,125,-87.67646007,casual
41.92409085,202,-87.67646007,member
41.924091,11,-87.67646,casual
41.924161,37,-87.64638,casual
41.92416103,847,-87.64638036,casual
41.92416103,896,-87.64638036,member
41.92459,70,-87.72785,casual
41.92459,69,-87.72785,member
41.924632,12,-87.689307,casual
41.92463247,185,-87.68930701,casual
41.92463247,132,-87.68930701,member
41.9248156,132,-87.71449506,casual
41.9248156,125,-87.71449506,member
41.924816,18,-87.714495,casual
41.92533,451,-87.6658,casual
41.92533,493,-87.6658,member
41.92537892,1,-87.66586733,casual
41.92556258,388,-87.65840426,casual
41.92556258,749,-87.65840426,member
41.925563,11,-87.658404,casual
41.92560188,583,-87.65370804,casual
41.92560188,904,-87.65370804,member
41.925602,26,-87.653708,casual
41.925858,840,-87.638973,casual
41.925858,949,-87.638973,member
41.926277,2087,-87.630834,casual
41.926277,1323,-87.630834,member
41.92669,183,-87.697668,casual
41.92669,194,-87.697668,member
41.92675599,324,-87.63442878,casual
41.92675599,226,-87.63442878,member
41.926756,67,-87.634429,casual
41.928712,693,-87.653833,casual
41.928712,745,-87.653833,member
41.928773,507,-87.663913,casual
41.928773,483,-87.663913,member
41.9287858,1,-87.66390657,casual
41.92883,260,-87.668507,casual
41.92883,274,-87.668507,member
41.928887,306,-87.658971,casual
41.928887,247,-87.658971,member
41.929143,760,-87.649077,casual
41.929143,846,-87.649077,member
41.92936033,1,-87.68409667,casual
41.929465,233,-87.684158,casual
41.929465,271,-87.684158,member
41.929546,951,-87.643118,casual
41.929546,1197,-87.643118,member
41.929567,648,-87.707857,casual
41.929567,620,-87.707857,member
41.92968233,1,-87.70813517,casual
41.93,1,-87.86,casual
41.93,15,-87.81,casual
41.93,22,-87.81,member
41.93,46,-87.8,casual
41.93,21,-87.8,member
41.93,99,-87.79,casual
41.93,77,-87.79,member
41.93,91,-87.78,casual
41.93,30,-87.78,member
41.93,69,-87.77,casual
41.93,61,-87.77,member
41.93,74,-87.76,casual
41.93,94,-87.76,member
41.93,73,-87.75,casual
41.93,60,-87.75,member
41.93,85,-87.74,casual
41.93,78,-87.74,member
41.93,73,-87.73,casual
41.93,54,-87.73,member
41.93,174,-87.72,casual
41.93,146,-87.72,member
41.93,340,-87.71,casual
41.93,328,-87.71,member
41.93,231,-87.7,casual
41.93,224,-87.7,member
41.93,252,-87.69,casual
41.93,175,-87.69,member
41.93,128,-87.68,casual
41.93,178,-87.68,member
41.93,160,-87.67,casual
41.93,168,-87.67,member
41.93,279,-87.66,casual
41.93,242,-87.66,member
41.93,494,-87.65,casual
41.93,467,-87.65,member
41.93,771,-87.64,casual
41.93,774,-87.64,member
41.93,445,-87.63,casual
41.93,172,-87.63,member
41.930585,8,-87.723777,casual
41.93058537,105,-87.72377736,casual
41.93058537,119,-87.72377736,member
41.931248,853,-87.644336,casual
41.931248,1019,-87.644336,member
41.93132,625,-87.638742,casual
41.93132,724,-87.638742,member
41.93190197,139,-87.70119513,casual
41.93190197,141,-87.70119513,member
41.931902,11,-87.701195,casual
41.931931,148,-87.677856,casual
41.931931,210,-87.677856,member
41.932225,497,-87.658617,casual
41.932225,613,-87.658617,member
41.932418,624,-87.652705,casual
41.932418,838,-87.652705,member
41.932588,1082,-87.636427,casual
41.932588,1088,-87.636427,member
41.93258963,256,-87.66593635,casual
41.93258963,239,-87.66593635,member
41.93259,5,-87.665936,casual
41.93314,487,-87.64776,casual
41.93314,759,-87.64776,member
41.93533728,130,-87.71688929,casual
41.93533728,119,-87.71688929,member
41.935733,457,-87.663576,casual
41.935733,597,-87.663576,member
41.93588,245,-87.67842,casual
41.93588,212,-87.67842,member
41.936083,218,-87.669807,casual
41.936083,332,-87.669807,member
41.936253,26,-87.652662,casual
41.93625348,639,-87.6526621,casual
41.93625348,794,-87.6526621,member
41.93649682,631,-87.64753866,casual
41.93649682,676,-87.64753866,member
41.936497,22,-87.647539,casual
41.936524,1,-87.64756933,casual
41.936688,77,-87.636829,casual
41.93668845,840,-87.63682902,casual
41.93668845,847,-87.63682902,member
41.937582,39,-87.644098,casual
41.93758232,1051,-87.64409781,casual
41.93758232,1266,-87.64409781,member
41.93842879,214,-87.69800776,casual
41.93842879,124,-87.69800776,member
41.938429,9,-87.698008,casual
41.939354,216,-87.683282,casual
41.939354,186,-87.683282,member
41.939398,90,-87.711561,casual
41.939398,95,-87.711561,member
41.939408,97,-87.723574,casual
41.939408,79,-87.723574,member
41.93947775,452,-87.66374767,casual
41.93947775,594,-87.66374767,member
41.939478,9,-87.663748,casual
41.93953162,241,-87.67111436,casual
41.93953162,361,-87.67111436,member
41.939532,6,-87.671114,casual
41.939743,518,-87.658865,casual
41.939743,596,-87.658865,member
41.94,8,-87.83,casual
41.94,7,-87.83,member
41.94,13,-87.82,casual
41.94,14,-87.82,member
41.94,6,-87.81,casual
41.94,2,-87.81,member
41.94,8,-87.8,casual
41.94,3,-87.8,member
41.94,25,-87.79,casual
41.94,29,-87.79,member
41.94,35,-87.78,casual
41.94,13,-87.78,member
41.94,48,-87.77,casual
41.94,29,-87.77,member
41.94,60,-87.76,casual
41.94,28,-87.76,member
41.94,85,-87.75,casual
41.94,68,-87.75,member
41.94,49,-87.74,casual
41.94,51,-87.74,member
41.94,66,-87.73,casual
41.94,71,-87.73,member
41.94,114,-87.72,casual
41.94,62,-87.72,member
41.94,94,-87.71,casual
41.94,78,-87.71,member
41.94,92,-87.7,casual
41.94,130,-87.7,member
41.94,201,-87.69,casual
41.94,127,-87.69,member
41.94,210,-87.68,casual
41.94,145,-87.68,member
41.94,228,-87.67,casual
41.94,258,-87.67,member
41.94,281,-87.66,casual
41.94,300,-87.66,member
41.94,631,-87.65,casual
41.94,593,-87.65,member
41.94,774,-87.64,casual
41.94,622,-87.64,member
41.94,103,-87.63,casual
41.94,98,-87.63,member
41.940106,634,-87.645451,casual
41.940106,680,-87.645451,member
41.94018,965,-87.65304,casual
41.94018,1132,-87.65304,member
41.9406,235,-87.6785,casual
41.9406,182,-87.6785,member
41.94068617,1,-87.63916733,casual
41.940775,1127,-87.639192,casual
41.940775,775,-87.639192,member
41.943034,130,-87.687288,casual
41.943034,182,-87.687288,member
41.94332417,1,-87.67073983,casual
41.94335,11,-87.670668,casual
41.94335025,377,-87.67066777,casual
41.94335025,545,-87.67066777,member
41.943403,250,-87.679618,casual
41.943403,282,-87.679618,member
41.94367,908,-87.64895,casual
41.94367,904,-87.64895,member
41.943739,776,-87.66402,casual
41.943739,830,-87.66402,member
41.943785,1,-87.671251,casual
41.94378516,51,-87.67125115,casual
41.94378516,63,-87.67125115,member
41.94445267,1,-87.65475133,casual
41.94454,979,-87.654678,casual
41.94454,858,-87.654678,member
41.94524357,110,-87.7066499,casual
41.94524357,81,-87.7066499,member
41.945244,7,-87.70665,casual
41.945529,806,-87.646439,casual
41.945529,956,-87.646439,member
41.946176,152,-87.673308,casual
41.946176,176,-87.673308,member
41.946264,53,-87.731023,casual
41.946264,17,-87.731023,member
41.94663583,105,-87.69461476,casual
41.94663583,176,-87.69461476,member
41.946636,3,-87.694615,casual
41.946655,118,-87.683359,casual
41.946655,126,-87.683359,member
41.94707089,17,-87.74000823,casual
41.94707089,8,-87.74000823,member
41.947071,1,-87.740008,casual
41.947326,38,-87.717582,casual
41.947326,36,-87.717582,member
41.94742367,1,-87.717624,member
41.94815,671,-87.66394,casual
41.94815,751,-87.66394,member
41.94873333,1,-87.675184,casual
41.948797,147,-87.675278,casual
41.948797,205,-87.675278,member
41.9490595,1,-87.6485375,casual
41.949074,673,-87.648636,casual
41.949074,952,-87.648636,member
41.949399,840,-87.654529,casual
41.949399,739,-87.654529,member
41.94947274,730,-87.64645278,casual
41.94947274,879,-87.64645278,member
41.949473,48,-87.646453,casual
41.949923,45,-87.713949,casual
41.949923,106,-87.713949,member
41.95,1,-87.86,casual
41.95,1,-87.84,casual
41.95,8,-87.83,casual
41.95,4,-87.83,member
41.95,5,-87.82,casual
41.95,50,-87.81,casual
41.95,11,-87.81,member
41.95,8,-87.8,casual
41.95,3,-87.8,member
41.95,25,-87.79,casual
41.95,25,-87.79,member
41.95,34,-87.78,casual
41.95,2,-87.78,member
41.95,26,-87.77,casual
41.95,24,-87.77,member
41.95,66,-87.76,casual
41.95,63,-87.76,member
41.95,52,-87.75,casual
41.95,16,-87.75,member
41.95,36,-87.74,casual
41.95,9,-87.74,member
41.95,56,-87.73,casual
41.95,29,-87.73,member
41.95,36,-87.72,casual
41.95,56,-87.72,member
41.95,162,-87.71,casual
41.95,113,-87.71,member
41.95,127,-87.7,casual
41.95,85,-87.7,member
41.95,175,-87.69,casual
41.95,155,-87.69,member
41.95,110,-87.68,casual
41.95,103,-87.68,member
41.95,142,-87.67,casual
41.95,137,-87.67,member
41.95,543,-87.66,casual
41.95,394,-87.66,member
41.95,571,-87.65,casual
41.95,565,-87.65,member
41.95,302,-87.64,casual
41.95,207,-87.64,member
41.950687,285,-87.6687,casual
41.950687,309,-87.6687,member
41.95078,544,-87.659172,casual
41.95078,501,-87.659172,member
41.952162,8,-87.698051,casual
41.95216219,98,-87.69805111,casual
41.95216219,131,-87.69805111,member
41.95270917,1,-87.64994567,member
41.952833,477,-87.649993,casual
41.952833,674,-87.649993,member
41.95287783,1,-87.65001233,casual
41.953393,82,-87.732002,casual
41.953393,71,-87.732002,member
41.953586,5,-87.709311,casual
41.95358618,42,-87.7093108,casual
41.95358618,33,-87.7093108,member
41.953733,23,-87.740569,casual
41.953733,14,-87.740569,member
41.95400484,54,-87.71912818,casual
41.95400484,64,-87.71912818,member
41.954005,2,-87.719128,casual
41.954177,233,-87.664358,casual
41.954177,319,-87.664358,member
41.954245,500,-87.654406,casual
41.954245,863,-87.654406,member
41.95434085,75,-87.68607962,casual
41.95434085,131,-87.68607962,member
41.954341,8,-87.68608,casual
41.954383,506,-87.648043,casual
41.954383,700,-87.648043,member
41.954468,48,-87.749594,casual
41.954468,19,-87.749594,member
41.95469,151,-87.67393,casual
41.95469,239,-87.67393,member
41.95600355,175,-87.68016145,casual
41.95600355,262,-87.68016145,member
41.956004,7,-87.680161,casual
41.956057,138,-87.668835,casual
41.956057,88,-87.668835,member
41.957081,96,-87.664199,casual
41.957081,116,-87.664199,member
41.95708317,1,-87.66417317,member
41.95781433,1,-87.64964217,casual
41.95786652,336,-87.64950514,casual
41.95786652,660,-87.64950514,member
41.957867,25,-87.649505,casual
41.957921,109,-87.673567,casual
41.957921,152,-87.673567,member
41.958494,267,-87.654966,casual
41.958494,458,-87.654966,member
41.96,1,-87.81,casual
41.96,2,-87.79,casual
41.96,6,-87.79,member
41.96,1,-87.78,member
41.96,10,-87.77,casual
41.96,1,-87.77,member
41.96,3,-87.76,casual
41.96,9,-87.76,member
41.96,33,-87.75,casual
41.96,13,-87.75,member
41.96,20,-87.74,casual
41.96,18,-87.74,member
41.96,46,-87.73,casual
41.96,44,-87.73,member
41.96,66,-87.72,casual
41.96,59,-87.72,member
41.96,88,-87.71,casual
41.96,83,-87.71,member
41.96,134,-87.7,casual
41.96,134,-87.7,member
41.96,92,-87.69,casual
41.96,99,-87.69,member
41.96,118,-87.68,casual
41.96,98,-87.68,member
41.96,114,-87.67,casual
41.96,77,-87.67,member
41.96,92,-87.66,casual
41.96,116,-87.66,member
41.96,272,-87.65,casual
41.96,354,-87.65,member
41.96,275,-87.64,casual
41.96,149,-87.64,member
41.96,66,-87.63,casual
41.96,81,-87.63,member
41.960631,56,-87.745359,casual
41.960631,46,-87.745359,member
41.961004,378,-87.649603,casual
41.961004,677,-87.649603,member
41.961041,77,-87.705866,casual
41.961041,121,-87.705866,member
41.961053,1,-87.69544733,casual
41.961068,116,-87.695439,casual
41.961068,174,-87.695439,member
41.96108,25,-87.73569,casual
41.96108,33,-87.73569,member
41.961108,8,-87.72897,casual
41.96110802,43,-87.7289701,casual
41.96110802,55,-87.7289701,member
41.961154,1,-87.716569,casual
41.96115408,46,-87.71656907,casual
41.96115408,66,-87.71656907,member
41.961406,192,-87.676169,casual
41.961406,276,-87.676169,member
41.96142583,1,-87.65468133,casual
41.961507,154,-87.671387,casual
41.961507,182,-87.671387,member
41.96152593,89,-87.69116504,casual
41.96152593,144,-87.69116504,member
41.961526,5,-87.691165,casual
41.961588,215,-87.666036,casual
41.961588,304,-87.666036,member
41.96167,444,-87.65464,casual
41.96167,618,-87.65464,member
41.963004,196,-87.684781,casual
41.963004,257,-87.684781,member
41.96325,116,-87.679258,casual
41.96325,151,-87.679258,member
41.963982,1383,-87.638181,casual
41.963982,823,-87.638181,member
41.96401967,1,-87.63824767,casual
41.965221,395,-87.658139,casual
41.965221,457,-87.658139,member
41.965845,414,-87.645361,casual
41.965845,374,-87.645361,member
41.965875,58,-87.700825,casual
41.965875,105,-87.700825,member
41.9659,5,-87.693638,casual
41.96590014,94,-87.69363849,casual
41.96590014,166,-87.69363849,member
41.9663998,237,-87.68870428,casual
41.9663998,357,-87.68870428,member
41.9664,2,-87.688704,casual
41.966686,4,-87.708052,casual
41.96668636,71,-87.70805198,casual
41.96668636,68,-87.70805198,member
41.967094,151,-87.679028,casual
41.967094,236,-87.679028,member
41.967096,268,-87.667429,casual
41.967096,453,-87.667429,member
41.967968,261,-87.650001,casual
41.967968,305,-87.650001,member
41.968354,4,-87.711831,casual
41.96835449,77,-87.71183067,casual
41.96835449,124,-87.71183067,member
41.968812,213,-87.657659,casual
41.968812,279,-87.657659,member
41.968885,73,-87.684001,casual
41.968885,115,-87.684001,member
41.968987,88,-87.696027,casual
41.968987,162,-87.696027,member
41.96909,413,-87.674237,casual
41.96909,651,-87.674237,member
41.969517,207,-87.654691,casual
41.969517,239,-87.654691,member
41.97,1,-87.81,member
41.97,3,-87.77,casual
41.97,1,-87.77,member
41.97,16,-87.76,casual
41.97,11,-87.76,member
41.97,6,-87.75,casual
41.97,11,-87.75,member
41.97,28,-87.74,casual
41.97,15,-87.74,member
41.97,27,-87.73,casual
41.97,14,-87.73,member
41.97,28,-87.72,casual
41.97,16,-87.72,member
41.97,58,-87.71,casual
41.97,50,-87.71,member
41.97,98,-87.7,casual
41.97,122,-87.7,member
41.97,128,-87.69,casual
41.97,140,-87.69,member
41.97,109,-87.68,casual
41.97,77,-87.68,member
41.97,149,-87.67,casual
41.97,170,-87.67,member
41.97,141,-87.66,casual
41.97,166,-87.66,member
41.97,207,-87.65,casual
41.97,164,-87.65,member
41.97,90,-87.64,casual
41.97,39,-87.64,member
41.97,3,-87.63,member
41.9716,299,-87.650154,casual
41.9716,320,-87.650154,member
41.97328682,190,-87.65475959,casual
41.97328682,229,-87.65475959,member
41.973287,20,-87.65476,casual
41.97334764,542,-87.66785547,casual
41.97334764,643,-87.66785547,member
41.973348,24,-87.667855,casual
41.973815,273,-87.65966,casual
41.973815,366,-87.65966,member
41.974911,4,-87.692503,casual
41.9749113,76,-87.69250256,casual
41.9749113,127,-87.69250256,member
41.9756148,145,-87.67945904,casual
41.9756148,219,-87.67945904,member
41.975615,8,-87.679459,casual
41.97563273,59,-87.70141944,casual
41.97563273,119,-87.70141944,member
41.975633,7,-87.701419,casual
41.975672,40,-87.709261,casual
41.975672,50,-87.709261,member
41.97803062,395,-87.66856492,casual
41.97803062,523,-87.66856492,member
41.978031,21,-87.668565,casual
41.978353,235,-87.659753,casual
41.978353,337,-87.659753,member
41.979762,68,-87.67753,casual
41.979762,120,-87.67753,member
41.979851,93,-87.681932,casual
41.979851,83,-87.681932,member
41.98,1,-87.84,member
41.98,1,-87.8,casual
41.98,2,-87.78,casual
41.98,1,-87.77,casual
41.98,4,-87.76,casual
41.98,1,-87.75,casual
41.98,2,-87.75,member
41.98,3,-87.74,casual
41.98,2,-87.74,member
41.98,2,-87.73,casual
41.98,2,-87.72,casual
41.98,1,-87.72,member
41.98,26,-87.71,casual
41.98,14,-87.71,member
41.98,47,-87.7,casual
41.98,41,-87.7,member
41.98,94,-87.69,casual
41.98,72,-87.69,member
41.98,42,-87.68,casual
41.98,42,-87.68,member
41.98,173,-87.67,casual
41.98,215,-87.67,member
41.98,142,-87.66,casual
41.98,204,-87.66,member
41.98,259,-87.65,casual
41.98,202,-87.65,member
41.980394,8,-87.716115,casual
41.98039423,22,-87.71611496,casual
41.98039423,39,-87.71611496,member
41.98222976,48,-87.70888656,casual
41.98222976,36,-87.70888656,member
41.98223,4,-87.708887,casual
41.983593,300,-87.669154,casual
41.983593,378,-87.669154,member
41.98366471,38,-87.69642256,casual
41.98366471,32,-87.69642256,member
41.983665,4,-87.696423,casual
41.984044,90,-87.652281,casual
41.98404412,556,-87.65228122,casual
41.98404412,642,-87.65228122,member
41.98404461,206,-87.66027383,casual
41.98404461,346,-87.66027383,member
41.984045,15,-87.660274,casual
41.98974251,242,-87.66014062,casual
41.98974251,324,-87.66014062,member
41.989743,29,-87.660141,casual
41.99,3,-87.82,member
41.99,1,-87.78,casual
41.99,1,-87.78,member
41.99,1,-87.76,member
41.99,2,-87.73,member
41.99,3,-87.72,casual
41.99,1,-87.72,member
41.99,84,-87.71,casual
41.99,47,-87.71,member
41.99,52,-87.7,casual
41.99,39,-87.7,member
41.99,50,-87.69,casual
41.99,28,-87.69,member
41.99,18,-87.68,casual
41.99,39,-87.68,member
41.99,107,-87.67,casual
41.99,112,-87.67,member
41.99,139,-87.66,casual
41.99,210,-87.66,member
41.99,85,-87.65,casual
41.99,74,-87.65,member
41.990236,4,-87.69337,casual
41.99023603,27,-87.69336964,casual
41.99023603,32,-87.69336964,member
41.99086,9,-87.669724,casual
41.99086045,106,-87.66972363,casual
41.99086045,143,-87.66972363,member
41.991178,37,-87.683593,casual
41.991178,34,-87.683593,member
41.994161,3,-87.689438,casual
41.99416137,44,-87.68943828,casual
41.99416137,64,-87.68943828,member
41.99477969,240,-87.66028453,casual
41.99477969,368,-87.66028453,member
41.99478,38,-87.660285,casual
41.99925182,119,-87.67137734,casual
41.99925182,155,-87.67137734,member
41.999252,2,-87.671377,casual
42.0,1,-87.86,casual
42.0,2,-87.83,member
42.0,1,-87.79,member
42.0,1,-87.78,casual
42.0,1,-87.76,casual
42.0,1,-87.73,casual
42.0,1,-87.72,casual
42.0,2,-87.72,member
42.0,21,-87.71,casual
42.0,16,-87.71,member
42.0,90,-87.7,casual
42.0,49,-87.7,member
42.0,40,-87.69,casual
42.0,39,-87.69,member
42.0,20,-87.68,casual
42.0,22,-87.68,member
42.0,71,-87.67,casual
42.0,85,-87.67,member
42.0,84,-87.66,casual
42.0,59,-87.66,member
42.0,2,-87.65,casual
42.0,10,-87.65,member
42.00104378,138,-87.66119824,casual
42.00104378,137,-87.66119824,member
42.001044,12,-87.661198,casual
42.001785,47,-87.688829,casual
42.001785,44,-87.688829,member
42.00445063,61,-87.6724024,casual
42.00445063,124,-87.6724024,member
42.004451,3,-87.672402,casual
42.00454962,21,-87.68066615,casual
42.00454962,30,-87.68066615,member
42.00455,3,-87.680666,casual
42.004583,107,-87.661406,casual
42.004583,168,-87.661406,member
42.00797192,147,-87.66550239,casual
42.00797192,183,-87.66550239,member
42.007972,7,-87.665502,casual
42.008594,1,-87.690492,casual
42.0085944,43,-87.69049224,casual
42.0085944,66,-87.69049224,member
42.009011,7,-87.674112,casual
42.00901118,86,-87.67411172,casual
42.00901118,165,-87.67411172,member
42.01,1,-87.77,casual
42.01,4,-87.74,casual
42.01,3,-87.72,casual
42.01,46,-87.71,casual
42.01,28,-87.71,member
42.01,28,-87.7,casual
42.01,22,-87.7,member
42.01,31,-87.69,casual
42.01,27,-87.69,member
42.01,31,-87.68,casual
42.01,34,-87.68,member
42.01,62,-87.67,casual
42.01,66,-87.67,member
42.01,36,-87.66,casual
42.01,65,-87.66,member
42.01058656,95,-87.66241209,casual
42.01058656,88,-87.66241209,member
42.010587,8,-87.662412,casual
42.012132,3,-87.682913,casual
42.01213228,45,-87.68291264,casual
42.01213228,21,-87.68291264,member
42.012342,34,-87.688243,casual
42.012342,14,-87.688243,member
42.01256,4,-87.674367,casual
42.01256012,33,-87.67436712,casual
42.01256012,33,-87.67436712,member
42.012701,48,-87.666058,casual
42.012701,104,-87.666058,member
42.015962,71,-87.66857,casual
42.015962,152,-87.66857,member
42.015963,14,-87.675005,casual
42.015963,48,-87.675005,member
42.016977,20,-87.677725,casual
42.016977,29,-87.677725,member
42.018901,51,-87.690048,casual
42.018901,68,-87.690048,member
42.019159,69,-87.673573,casual
42.019159,105,-87.673573,member
42.019276,20,-87.68452,casual
42.019276,37,-87.68452,member
42.019537,18,-87.669563,casual
42.019537,47,-87.669563,member
42.02,2,-87.75,casual
42.02,1,-87.72,casual
42.02,20,-87.71,casual
42.02,24,-87.71,member
42.02,12,-87.7,casual
42.02,5,-87.7,member
42.02,30,-87.69,casual
42.02,25,-87.69,member
42.02,30,-87.68,casual
42.02,21,-87.68,member
42.02,42,-87.67,casual
42.02,22,-87.67,member
42.02,4,-87.66,casual
42.02,9,-87.66,member
42.020887,9,-87.665058,casual
42.02088728,87,-87.66505793,casual
42.02088728,76,-87.66505793,member
42.023463,21,-87.699595,casual
42.023463,16,-87.699595,member
42.025784,33,-87.684107,casual
42.025784,52,-87.684107,member
42.03,1,-87.75,casual
42.03,1,-87.73,member
42.03,12,-87.71,casual
42.03,15,-87.71,member
42.03,6,-87.7,casual
42.03,9,-87.7,member
42.03,4,-87.69,casual
42.03,22,-87.69,member
42.03,14,-87.68,casual
42.03,26,-87.68,member
42.03,17,-87.67,casual
42.03,15,-87.67,member
42.032562,115,-87.679101,casual
42.032562,108,-87.679101,member
42.03463185,15,-87.6991877,casual
42.03463185,20,-87.6991877,member
42.034632,4,-87.699188,casual
42.039742,30,-87.699413,casual
42.039742,23,-87.699413,member
42.04,1,-87.72,member
42.04,5,-87.71,casual
42.04,3,-87.7,casual
42.04,10,-87.7,member
42.04,14,-87.69,casual
42.04,1,-87.69,member
42.04,29,-87.68,casual
42.04,30,-87.68,member
42.04,8,-87.67,casual
42.04,16,-87.67,member
42.048214,215,-87.683485,casual
42.048214,183,-87.683485,member
42.048308,25,-87.698224,casual
42.048308,35,-87.698224,member
42.05,7,-87.71,casual
42.05,8,-87.7,casual
42.05,3,-87.7,member
42.05,11,-87.69,casual
42.05,6,-87.69,member
42.05,60,-87.68,casual
42.05,44,-87.68,member
42.05,11,-87.67,casual
42.05,2,-87.67,member
42.050491,176,-87.677821,casual
42.050491,53,-87.677821,member
42.052939,98,-87.673447,casual
42.052939,64,-87.673447,member
42.057044,54,-87.686554,casual
42.057044,44,-87.686554,member
42.058239,166,-87.677432,casual
42.058239,129,-87.677432,member
42.06,1,-87.82,casual
42.06,1,-87.75,casual
42.06,4,-87.73,casual
42.06,10,-87.73,member
42.06,3,-87.72,casual
42.06,2,-87.72,member
42.06,3,-87.71,member
42.06,17,-87.7,casual
42.06,7,-87.7,member
42.06,8,-87.69,casual
42.06,6,-87.69,member
42.06,26,-87.68,casual
42.06,8,-87.68,member
42.06,13,-87.67,casual
42.06,10,-87.67,member
42.063598,38,-87.69873,casual
42.063598,39,-87.69873,member
42.064313,46,-87.686152,casual
42.064313,61,-87.686152,member
42.064854,29,-87.715297,casual
42.064854,32,-87.715297,member
42.07,1,-87.79,casual
42.07,1,-87.73,casual
42.07,1,-87.72,member
42.07,1,-87.71,casual
42.07,2,-87.71,member
42.07,3,-87.7,casual
42.07,3,-87.7,member
42.07,7,-87.69,casual
42.07,4,-87.68,casual
42.07,1,-87.68,member
42.08,1,-87.69,casual
42.08,1,-87.69,member
42.09,1,-87.72,casual
91.0,440,181.0,casual
91.0,34,181.0,member
